DT_NOTIFIC;SG_UF_NOT;ID_MUNICIP;BRANCA;PRETA;AMARELA;PARDA;INDIGENA;IGNORADO_RACA;MASCULINO;IGNORADO_SEXO;FEMININO;1TRIMESTRE;2TRIMESTRE;3TRIMESTRE;IDADE_GESTANTE_IGNORADA;NAO;NAO_APLICA;IGNORADO_GESTANTE;LABORATORIAL;CLINICO_EPIDEMIOLOGICO;CLINICO;IGNORADO
04/2018;MG;UBERABA;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
05/2010;MG;UBERABA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
05/2012;MG;UBERABA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2013;MG;UBERABA;2;1;0;1;0;1;2;0;3;0;0;0;0;1;4;0;5;0;0;0
05/2014;MG;UBERABA;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2015;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;UBERABA;6;0;0;1;0;0;4;0;3;0;0;0;0;1;6;0;4;0;2;1
06/2009;MG;UBERABA;1;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
06/2010;MG;UBERABA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
06/2012;MG;UBERABA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2013;MG;UBERABA;16;0;0;3;0;1;10;0;10;0;0;0;0;7;12;1;20;0;0;0
06/2014;MG;UBERABA;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
06/2015;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2018;MG;UBERABA;1;1;0;0;0;1;0;0;3;0;0;0;0;0;3;0;1;0;2;0
07/2009;MG;UBERABA;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
07/2013;MG;UBERABA;5;0;0;1;0;0;1;0;5;0;0;0;0;1;5;0;6;0;0;0
07/2014;MG;UBERABA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2015;MG;UBERABA;0;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
07/2017;MG;UBERABA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2018;MG;UBERABA;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
08/2009;MG;UBERABA;12;2;0;3;0;3;15;0;5;1;1;2;0;10;5;1;12;0;0;8
08/2012;MG;UBERABA;2;0;0;0;0;1;3;0;0;0;1;0;0;2;0;0;0;0;0;3
08/2013;MG;UBERABA;1;1;0;1;0;0;1;0;2;0;0;0;0;0;3;0;1;0;1;1
08/2018;MG;UBERABA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2009;MG;UBERABA;47;8;0;9;0;14;45;0;33;0;1;1;1;27;38;10;12;0;0;66
09/2017;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;UBERABA;15;2;1;5;0;6;11;0;18;0;0;1;0;6;22;0;2;1;0;26
10/2013;MG;UBERABA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
10/2017;MG;UBERABA;2;0;0;1;0;0;3;0;0;0;0;0;0;2;1;0;2;0;1;0
10/2018;MG;UBERABA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
11/2009;MG;UBERABA;11;2;0;1;0;2;9;0;7;0;1;0;0;3;9;3;1;0;0;15
12/2009;MG;UBERABA;3;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;1;0;0;2
12/2012;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2014;MG;UBERABA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
12/2017;MG;UBERABA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
01/2012;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
01/2013;MG;UBERLANDIA;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
01/2017;MG;UBERLANDIA;1;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;1;0;1;0
02/2013;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
02/2014;MG;UBERLANDIA;0;1;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0
03/2010;MG;UBERLANDIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2011;MG;UBERLANDIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2013;MG;UBERLANDIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;UBERLANDIA;1;0;0;1;0;1;0;0;3;0;0;0;0;0;3;0;0;0;3;0
03/2015;MG;UBERLANDIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
03/2017;MG;UBERLANDIA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2018;MG;UBERLANDIA;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
04/2010;MG;UBERLANDIA;1;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;1;1;0;0
04/2011;MG;UBERLANDIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2013;MG;UBERLANDIA;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
04/2014;MG;UBERLANDIA;2;0;0;2;0;0;1;0;3;0;0;0;0;1;3;0;0;0;4;0
04/2015;MG;UBERLANDIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
04/2018;MG;UBERLANDIA;2;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;0;0;0
05/2011;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
05/2012;MG;UBERLANDIA;1;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;0
05/2014;MG;UBERLANDIA;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;2;0
05/2015;MG;UBERLANDIA;0;1;0;1;0;0;0;0;2;0;0;0;0;0;2;0;1;0;1;0
05/2017;MG;UBERLANDIA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
05/2018;MG;UBERLANDIA;4;0;0;6;0;0;3;0;7;0;0;0;0;3;7;0;10;0;0;0
06/2009;MG;UBERLANDIA;4;0;0;0;0;1;3;0;2;0;0;0;0;2;3;0;4;1;0;0
06/2012;MG;UBERLANDIA;6;0;0;1;0;0;2;0;5;0;0;0;0;1;6;0;6;1;0;0
06/2013;MG;UBERLANDIA;1;0;1;0;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
06/2014;MG;UBERLANDIA;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;2;0
06/2015;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
06/2016;MG;UBERLANDIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2017;MG;UBERLANDIA;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0
06/2018;MG;UBERLANDIA;0;1;0;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
07/2009;MG;UBERLANDIA;6;0;0;1;0;2;6;0;3;0;0;0;0;6;3;0;8;0;0;1
07/2012;MG;UBERLANDIA;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;1;0;0
07/2013;MG;UBERLANDIA;6;0;0;0;0;0;2;0;4;0;0;0;0;2;4;0;6;0;0;0
07/2015;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2017;MG;UBERLANDIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2018;MG;UBERLANDIA;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
08/2009;MG;UBERLANDIA;29;2;0;3;0;26;36;0;24;2;3;4;0;19;31;1;25;0;0;35
08/2013;MG;UBERLANDIA;8;1;0;1;0;1;2;0;9;0;0;0;0;1;10;0;4;0;7;0
08/2014;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
08/2015;MG;UBERLANDIA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
08/2017;MG;UBERLANDIA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2018;MG;UBERLANDIA;0;0;0;2;0;0;2;0;0;0;0;0;0;1;0;1;2;0;0;0
09/2009;MG;UBERLANDIA;48;6;0;12;1;17;46;0;38;3;12;3;0;17;43;6;10;0;0;74
09/2013;MG;UBERLANDIA;2;1;0;2;0;1;3;0;3;0;0;0;0;1;5;0;1;0;5;0
09/2014;MG;UBERLANDIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
09/2017;MG;UBERLANDIA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
10/2009;MG;UBERLANDIA;34;3;1;7;1;10;42;0;14;3;7;5;1;15;18;7;6;0;0;50
10/2012;MG;UBERLANDIA;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
10/2013;MG;UBERLANDIA;2;0;0;1;0;0;1;0;2;0;0;0;0;1;2;0;0;0;3;0
10/2017;MG;UBERLANDIA;1;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0
11/2009;MG;UBERLANDIA;3;0;0;2;0;7;6;0;6;1;3;0;1;0;7;0;2;0;0;10
11/2013;MG;UBERLANDIA;3;0;0;1;0;0;2;0;2;0;0;0;0;2;2;0;1;0;3;0
12/2009;MG;UBERLANDIA;5;0;0;0;0;2;3;0;4;0;1;0;0;1;4;1;2;1;0;4
12/2012;MG;UBERLANDIA;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
12/2013;MG;UBERLANDIA;1;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;2;0
12/2014;MG;UBERLANDIA;1;0;0;2;0;1;0;0;4;0;0;0;0;0;4;0;1;0;3;0
04/2014;MG;UNAI;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0
04/2018;MG;UNAI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
05/2014;MG;UNAI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2015;MG;UNAI;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2014;MG;UNAI;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2009;MG;UNAI;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;UNAI;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
10/2015;MG;UNAI;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
01/2012;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
01/2015;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
02/2017;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
03/2011;MG;VARGINHA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2014;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
03/2017;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
04/2010;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
04/2015;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
04/2017;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
05/2014;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2017;MG;VARGINHA;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0
05/2018;MG;VARGINHA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
06/2012;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;VARGINHA;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2017;MG;VARGINHA;2;0;0;2;0;0;1;0;3;0;0;0;0;0;4;0;3;0;1;0
07/2009;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
07/2010;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2011;MG;VARGINHA;2;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;2;0;0;0
07/2012;MG;VARGINHA;2;1;0;1;0;0;2;0;2;0;0;0;0;1;3;0;4;0;0;0
07/2014;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
07/2017;MG;VARGINHA;3;0;0;0;0;0;1;0;2;0;0;0;0;0;2;1;3;0;0;0
07/2018;MG;VARGINHA;2;0;0;0;0;1;3;0;0;0;0;0;0;0;2;1;3;0;0;0
08/2009;MG;VARGINHA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
08/2011;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
08/2012;MG;VARGINHA;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;2;0;0;0
08/2013;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2017;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
08/2018;MG;VARGINHA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2009;MG;VARGINHA;5;0;0;0;0;1;4;0;2;0;0;1;0;3;2;0;3;1;0;2
09/2010;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2014;MG;VARGINHA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2018;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2009;MG;VARGINHA;3;0;0;1;0;0;1;0;3;0;0;0;0;0;4;0;0;0;0;4
10/2014;MG;VARGINHA;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
11/2012;MG;VARGINHA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
12/2009;MG;VARGINHA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
12/2014;MG;VARGINHA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
06/2013;MG;VESPASIANO;0;0;0;1;0;1;0;0;2;0;0;0;0;0;2;0;0;2;0;0
08/2009;MG;VESPASIANO;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0
03/2013;MG;VICOSA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2009;MG;VICOSA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
05/2018;MG;VICOSA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2014;MG;VICOSA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
07/2009;MG;VICOSA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2010;MG;VICOSA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;VICOSA;3;3;0;1;0;0;4;0;3;0;0;2;0;1;4;0;6;0;0;1
08/2010;MG;VICOSA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
09/2009;MG;VICOSA;2;1;0;3;0;0;4;0;2;0;1;0;0;1;4;0;6;0;0;0
09/2012;MG;VICOSA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
09/2013;MG;VICOSA;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
09/2014;MG;VICOSA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
10/2018;MG;VICOSA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
11/2009;MG;VICOSA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
12/2009;MG;VICOSA;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
12/2015;MG;VICOSA;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
08/2009;MG;VIRGINIA;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;1;0;0
09/2009;MG;VIRGINOPOLIS;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2
02/2018;MG;VIRGOLANDIA;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
05/2018;MG;VISCONDE DO RIO BRANCO;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
06/2018;MG;VISCONDE DO RIO BRANCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2009;MG;VISCONDE DO RIO BRANCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
07/2013;MG;VISCONDE DO RIO BRANCO;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
